ZTF18accnlji 0.090000 Ia
58464.5266667 2 19.7783 0.132373
58461.5235069 2 19.6513 0.182242
58455.4808912 2 19.6052 0.120506
58443.4645949 2 18.9686 0.0738147
58440.5087153 2 18.8383 0.0722083
58439.3661111 2 18.7028 0.1017
58437.5343171 2 18.788 0.0734666
58434.4953472 2 18.8151 0.107925
58430.4658449 2 18.8695 0.0673362
58427.4637269 2 19.2186 0.108998
