ZTF18abtmbaz 0.069000 Ia
58397.3739699 1 19.3789 0.0972129
58390.3775694 1 18.5538 0.0880576
58385.391169 1 18.4479 0.113266
58382.4331829 1 18.2807 0.0551321
58378.4528588 1 18.2736 0.0596179
58375.4336227 1 18.3979 0.0649823
58372.420706 1 18.6923 0.0627087
58369.4756944 1 19.284 0.0857216
58367.4533449 1 19.9552 0.145672
58366.4144792 1 20.3787 0.206118
